UpTune Wedding - High Value,,,,Enabled,First Dance Songs,Enabled,,wedding first dance,Keyword,Phrase match,https://weddings.uptune.xyz/lp/first-dance-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - High Value,,,,Enabled,First Dance Songs,Enabled,,,,,,First Dance Songs 2025,Top Wedding First Dances,2025 First Dance Ideas,Perfect First Dance Songs,Trending Dance Songs,Romantic First Dances,Modern First Dance Songs,Classic Wedding Songs,Unique First Dances,Couples' Favorite Songs,First Dance Playlist,Wedding Dance Music,Popular 2025 Songs,Find Your Song,Start Dancing,Discover the perfect first dance song for 2025. Browse trending choices.,Top 100 first dance songs chosen by real couples. Find yours today.,Modern and classic first dance ideas for your 2025 wedding. Explore now.,Create a memorable first dance with our curated song collection.,first-dance,2025,Responsive search ad,Enabled

# CAMPAIGN 2: UK Market Focus
UpTune Wedding - UK,30,Search,Google search,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# Ad Group: UK Music Costs
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,,wedding music cost uk,Keyword,Exact match,https://weddings.uptune.xyz/lp/uk/music-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,,wedding music cost uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/music-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,,wedding music prices uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/music-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,,uk wedding music budget,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/music-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Music Costs,Enabled,,,,,,UK Wedding Music Costs,2025 Music Price Guide,Wedding Music Budget UK,DJ vs Band Costs UK,Music Cost Calculator,UK Wedding Music Prices,Save on Music Costs,Budget Planning Guide,Average UK Prices,Regional Price Guide,Free Cost Calculator,Wedding Music Savings,Smart Budget Tips,Plan Your Budget,Get Free Quote,Complete UK wedding music cost guide for 2025. Plan your budget wisely.,Compare DJ and band prices across the UK. Free calculator included.,Save money on wedding music with our comprehensive UK price guide.,Real UK wedding music costs from £500-£3000. Know before you book.,uk,music-costs,Responsive search ad,Enabled

# Ad Group: UK Band Costs
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,,wedding band cost uk,Keyword,Exact match,https://weddings.uptune.xyz/lp/uk/band-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,,wedding band cost uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/band-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,,wedding band prices uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/band-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,,live band wedding uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/band-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK Band Costs,Enabled,,,,,,UK Wedding Band Costs,Wedding Band Prices 2025,Live Band Costs UK,Band vs DJ Prices,Wedding Band Guide UK,Average Band Prices,4-Piece Band Costs,Regional Band Prices,Band Package Deals,Wedding Music Quotes,Free Price Guide,Compare Band Costs,Book Your Band,Budget Calculator,Get Instant Quote,UK wedding band costs from £1200-£4000. Complete pricing guide for 2025.,Compare live band prices across the UK. Know what you should pay.,Detailed wedding band cost breakdown by region and band size. Free guide.,Real quotes from UK wedding bands. Plan your music budget today.,uk,band-costs,Responsive search ad,Enabled

# Ad Group: UK DJ Costs
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,,wedding dj cost uk,Keyword,Exact match,https://weddings.uptune.xyz/lp/uk/dj-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,,wedding dj cost uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/dj-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,,wedding dj prices uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/dj-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,,dj hire wedding uk,Keyword,Phrase match,https://weddings.uptune.xyz/lp/uk/dj-costs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - UK,,,,Enabled,UK DJ Costs,Enabled,,,,,,UK Wedding DJ Costs,Wedding DJ Prices 2025,DJ Cost Guide UK,Professional DJ Rates,Wedding DJ Packages,Average DJ Prices UK,DJ vs Band Costs,Regional DJ Rates,All-Day DJ Prices,Evening DJ Costs,Free Price Guide,Compare DJ Quotes,Book Your DJ,Budget Planner,Get Free Quote,UK wedding DJ costs from £400-£1500. Complete 2025 pricing guide.,Compare wedding DJ prices across the UK. Know before you book.,Professional DJ cost breakdown by region and package. Free calculator.,Real DJ quotes for UK weddings. Plan your entertainment budget today.,uk,dj-costs,Responsive search ad,Enabled

# CAMPAIGN 3: US Market Focus
UpTune Wedding - US,30,Search,Google search,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# Ad Group: US Music Checklist
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,,wedding music checklist,Keyword,Exact match,https://weddings.uptune.xyz/lp/us/music-checklist,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,,wedding music checklist,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/music-checklist,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,,wedding music list,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/music-checklist,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,,wedding song checklist,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/music-checklist,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Music Checklist,Enabled,,,,,,Wedding Music Checklist,Complete Music Guide,Wedding Song Checklist,Music Planning List,Free Checklist Download,Every Song You Need,Ceremony to Reception,DJ Checklist Template,Professional Guide,Don't Forget a Song,Wedding Music List,Planning Made Easy,15000+ Couples Trust,Download Free,Start Planning,Complete wedding music checklist for every moment. Never miss a song.,Free downloadable checklist used by 15000+ couples. Get yours now.,Professional wedding music planning guide. From processional to last dance.,Don't forget any important songs. Complete checklist with timing guide.,wedding,checklist,Responsive search ad,Enabled

# Ad Group: US Ceremony Order
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,,wedding ceremony music order,Keyword,Exact match,https://weddings.uptune.xyz/lp/us/ceremony-order,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,,wedding ceremony music order,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/ceremony-order,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,,ceremony music order,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/ceremony-order,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,,wedding processional order,Keyword,Phrase match,https://weddings.uptune.xyz/lp/us/ceremony-order,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - US,,,,Enabled,US Ceremony Order,Enabled,,,,,,Ceremony Music Order,Wedding Music Sequence,Processional Guide,Perfect Music Timing,Ceremony Song Order,Prelude to Recessional,Music Order Template,Professional Timeline,Traditional & Modern,Step-by-Step Guide,Wedding Music Flow,Ceremony Planning,Free Order Guide,Download Template,Start Planning,Perfect ceremony music order from prelude to recessional. Free guide.,Professional ceremony music sequence used by thousands of couples.,Never miss a beat with our detailed ceremony music timeline.,Traditional and modern ceremony music order. Download free template.,ceremony,music-order,Responsive search ad,Enabled

# CAMPAIGN 4: Niche/Genre Specific
UpTune Wedding - Genres,25,Search,Google search,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# Ad Group: Christian Wedding
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,,christian wedding songs,Keyword,Exact match,https://weddings.uptune.xyz/lp/christian-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,,christian wedding songs,Keyword,Phrase match,https://weddings.uptune.xyz/lp/christian-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,,religious wedding music,Keyword,Phrase match,https://weddings.uptune.xyz/lp/christian-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,,worship wedding songs,Keyword,Phrase match,https://weddings.uptune.xyz/lp/christian-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Christian Wedding,Enabled,,,,,,Christian Wedding Songs,Religious Wedding Music,Worship Songs Wedding,Faith-Based Playlists,Contemporary Christian,Traditional Hymns,Ceremony Worship Music,Christian Love Songs,Gospel Wedding Music,Praise & Worship,Christian First Dance,Religious Ceremony,Free Song List,Browse Collection,Start Planning,Beautiful Christian wedding songs for every moment. Contemporary & traditional.,Curated worship music for your faith-filled celebration. Free playlist.,Religious wedding music from hymns to modern Christian songs. Explore now.,Create the perfect Christian wedding playlist. 1000+ song ideas.,christian,wedding-songs,Responsive search ad,Enabled

# Ad Group: Country Wedding
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,,country wedding songs,Keyword,Exact match,https://weddings.uptune.xyz/lp/country-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,,country wedding songs,Keyword,Phrase match,https://weddings.uptune.xyz/lp/country-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,,country first dance songs,Keyword,Phrase match,https://weddings.uptune.xyz/lp/country-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,,rustic wedding music,Keyword,Phrase match,https://weddings.uptune.xyz/lp/country-wedding-songs,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Genres,,,,Enabled,Country Wedding,Enabled,,,,,,Country Wedding Songs,Best Country Love Songs,Rustic Wedding Music,Country First Dances,Modern Country Hits,Classic Country Songs,Barn Wedding Music,Southern Wedding Songs,Country Reception Music,Line Dance Songs,Country Playlist,Western Wedding,Free Song List,Browse Songs,Start Planning,Perfect country wedding songs from classic to modern hits. Free playlist.,Rustic wedding music for your barn or outdoor celebration. Get inspired.,Top country first dance and reception songs. Curated by music pros.,Create your country wedding playlist with 500+ song suggestions.,country,wedding-songs,Responsive search ad,Enabled

# CAMPAIGN 5: Special Features
UpTune Wedding - Features,20,Search,Google search,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# Ad Group: No Spotify
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,,wedding music without spotify,Keyword,Exact match,https://weddings.uptune.xyz/lp/no-spotify,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,,wedding music without spotify,Keyword,Phrase match,https://weddings.uptune.xyz/lp/no-spotify,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,,wedding playlist no spotify,Keyword,Phrase match,https://weddings.uptune.xyz/lp/no-spotify,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,,alternative wedding music apps,Keyword,Phrase match,https://weddings.uptune.xyz/lp/no-spotify,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,No Spotify,Enabled,,,,,,Wedding Without Spotify,No Spotify Needed,Alternative Music Options,Apple Music Wedding,YouTube Music Wedding,DJ-Friendly Formats,Offline Wedding Music,Traditional DJ Setup,MP3 Wedding Playlist,Non-Streaming Options,Universal Music Files,Any Music Source,Free Solutions,Learn More,Get Started,Plan your wedding music without Spotify. Multiple platform options.,Alternative wedding music solutions for DJs and venues. No streaming required.,Create playlists that work with any music system. Spotify not needed.,Universal wedding music planning for all platforms and formats.,wedding,no-spotify,Responsive search ad,Enabled

# Ad Group: DJ Template
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,,wedding dj playlist template,Keyword,Exact match,https://weddings.uptune.xyz/lp/dj-playlist-template,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,,wedding dj playlist template,Keyword,Phrase match,https://weddings.uptune.xyz/lp/dj-playlist-template,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,,dj wedding template,Keyword,Phrase match,https://weddings.uptune.xyz/lp/dj-playlist-template,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,,wedding dj song list,Keyword,Phrase match,https://weddings.uptune.xyz/lp/dj-playlist-template,,,,,,,,,,,,,,,,,,,,,,,,,
UpTune Wedding - Features,,,,Enabled,DJ Template,Enabled,,,,,,DJ Playlist Template,Wedding DJ Template,Professional DJ List,DJ Song Template,Ready-Made Playlists,DJ-Approved Songs,5-Hour Template,Dance Floor Hits,DJ Music Guide,Pro DJ Format,Complete Song List,Instant Download,Free Template,Download Now,Get Started,Professional wedding DJ template with 200+ songs. Instant download.,5-hour DJ playlist template used by professional wedding DJs. Free.,Complete wedding music template from cocktails to last dance. Download now.,DJ-approved song list for every wedding moment. Get your copy free.,dj,template,Responsive search ad,Enabled
